drugName,drugPrescStat,price,manufNo,maxDosage,Disease
Dom-Lansoprazole,P, 0000.0000,004065,200,"Cardiac Lipidosis, Familial"
Abbott-Levetiracetam,P, 0000.0000,003525,200,Digestive System Abnormalities
Purelax,O, 0000.0000,004412,200,Foreign Bodies
Taro-Zoledronic Acid Concentrate,P, 0000.0000,005241,200,Ataxia-Microcephaly-Cataract Syndrome
Auro-Pantoprazole,P, 0000.0000,011979,200,Pseudoaminopterin syndrome
Torrent-Rabeprazole Sodium,P, 0000.0000,013838,200,Heart Aneurysm
Mya,P, 0000.0000,003636,200,"Hyperinsulinemic Hypoglycemia, Familial, 4"
Durezol,P, 0000.0000,007277,200,Chromosome 8 ring
Apo-Azithromycin Z,P, 0000.0000,003636,200,"Cardiac Lipidosis, Familial"
Jamp-Clopidogrel,P, 0000.0000,004415,200,"AXENFELD-RIEGER SYNDROME, TYPE 3"
Opsumit,P, 0000.0000,010032,200,DEVELOPMENTAL DYSPLASIA OF THE HIP 1
Apo-Travoprost Z,P, 0000.0000,003636,200,"Chromosome 5, monosomy 5q35"
Allergy Control Desloratadine,O, 0000.0000,003550,200,"Muscular Dystrophy, Duchenne"
Teva-Frovatriptan,P, 0000.0000,012013,200,"Fatigue Syndrome, Chronic"
Quinapril,P, 0000.0000,004901,200,Hearing Disorders
Repaglinide,P, 0000.0000,004901,200,Marfan Syndrome type 2
Ipg-Pregabalin,P, 0000.0000,014907,200,Blue diaper syndrome
Apo-Abacavir-Lamivudine-Zidovudine,P, 0000.0000,003636,200,Heart Aneurysm
Aubagio,P, 0000.0000,007428,200,"Pectus Excavatum, Macrocephaly, Short Stature, Dysplastic Nails"
Donepezil,P, 0000.0000,004901,200,Aase Smith syndrome 2
Pms-Ciprofloxacin Xl,P, 0000.0000,003550,200,Double Nail for Fifth Toe
Galexos,P, 0000.0000,007259,200,"Esophageal Spasm, Diffuse"
Nikki,P, 0000.0000,014586,200,Craniopharyngioma
Omeprazole Magnesium Delayed Release Tablets,P, 0000.0000,013032,200,Miles-Carpenter x-linked mental retardation syndrome
Mar-Pantoprazole,P, 0000.0000,014907,200,Inflammatory Bowel Disease 22
Teva-Abacavir/Lamivudine,P, 0000.0000,014318,200,"Esophageal Spasm, Diffuse"
Janumet Xr,P, 0000.0000,012250,200,Carnevale Hernandez Castillo syndrome
Sandoz Tacrolimus,P, 0000.0000,012027,200,Bronchial Diseases
Gabapentin Capsules Usp,P, 0000.0000,013032,200,Agenesis of Corpus Callosum
Jamp-Donepezil Tablets,P, 0000.0000,004415,200,Hand Injuries
Pioglitazone,P, 0000.0000,013829,200,Chondroblastoma
Nesina,P, 0000.0000,014108,200,Mandibular Injuries
Jamp Olanzapine Fc,P, 0000.0000,004415,200,"Epiphyseal Dysplasia, Baumann Type"
Quetiapine Xr,P, 0000.0000,015130,200,Addison Disease
Mint-Pantoprazole,P, 0000.0000,013221,200,Cakut
Lolo,P, 0000.0000,017124,200,Equine Infectious Anemia
Reclipsen 28,P, 0000.0000,015772,200,Hereditary Diffuse Leukoencephalopathy with Spheroids
Nasacort Allergy 24hr,O, 0000.0000,012538,200,"Hexosaminidase A Deficiency, Adult Type"
Mar-Pregabalin,P, 0000.0000,014907,200,Epidermal Cyst
Pms-Solifenacin,P, 0000.0000,003550,200,Idiopathic basal ganglia calcification 1
Reddy-Atorvastatin,P, 0000.0000,015083,200,RETINAL DYSTROPHY AND IRIS COLOBOMA WITH OR WITHOUT CONGENITAL CATARACT
Vitamine D 10 000,P, 0000.0000,004901,200,"Gingivitis, Necrotizing Ulcerative"
Apo-Sildenafil R,P, 0000.0000,003636,200,Leber Congenital Amaurosis 4
Jamp-Irbesartan,P, 0000.0000,004415,200,"Milia, Multiple Eruptive"
Jamp-Irbesartan And Hydrochlorothiazide,P, 0000.0000,004415,200,"MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 3"
Sovaldi,P, 0000.0000,011463,200,Potter Type III Polycystic Kidney Disease
Auro-Efavirenz,P, 0000.0000,011979,200,Anaplasmataceae Infections
Teva-Rasagiline,P, 0000.0000,014318,200,Heart Aneurysm
Auro-Carvedilol,P, 0000.0000,011979,200,Heart Aneurysm
Regular Strength Bismuth,O, 0000.0000,014318,200,"Nystagmus, Congenital"
Ipg-Ramipril,P, 0000.0000,014907,200,Leukostasis
Apo-Celecoxib,P, 0000.0000,003636,200,MICROPHTHALMIA/COLOBOMA AND SKELETAL DYSPLASIA SYNDROME
Allertin,O, 0000.0000,003636,200,Neuropathy ataxia and retinitis pigmentosa
Ipg-Olanzapine,P, 0000.0000,014907,200,Potter Type III Polycystic Kidney Disease
Combivent Respimat,P, 0000.0000,003617,200,Kleefstra Syndrome
Bosulif,P, 0000.0000,004908,200,Blue diaper syndrome
Oseni,P, 0000.0000,014108,200,Diabetic Cardiomyopathies
Zolmitriptan-Odt,P, 0000.0000,014803,200,Chromosome 8 ring
Mint-Zolmitriptan Odt,P, 0000.0000,013221,200,"Niemann-Pick Disease, Type B"
Mint-Zolmitriptan,P, 0000.0000,013221,200,Hearing Disorders
Ran-Ezetimibe,P, 0000.0000,011271,200,Chromosome 15q26-Qter Deletion Syndrome
Pomalyst,P, 0000.0000,013002,200,"Cardiac Lipidosis, Familial"
Salbutamol Hfa,P, 0000.0000,014236,200,Inflammatory Bowel Disease 8
Accel-Donepezil,P, 0000.0000,013829,200,EPIDERMOLYSIS BULLOSA SIMPLEX WITH NAIL DYSTROPHY
Pat-Oxybutynin Chloride Er,P, 0000.0000,014589,200,Absent radii and thrombocytopenia
Mar-Celecoxib,P, 0000.0000,014907,200,Griscelli syndrome type 3
Act Celecoxib,P, 0000.0000,015772,200,"Myoclonus, Cerebellar Ataxia, and Deafness"
Jamp-Omeprazole Dr,P, 0000.0000,004415,200,"Glycogen Storage Disease, Type IXD"
Rbx-Celecoxib,P, 0000.0000,011271,200,Retinitis Pigmentosa 29
Jamp-Tobramycin,P, 0000.0000,004415,200,Flatulence
Jamp-Ondansetron,P, 0000.0000,004415,200,Deafness hyperuricemia neurologic ataxia
Mar-Ramipril,P, 0000.0000,014907,200,Nocardia Infections
Accel-Olanzapine,P, 0000.0000,013829,200,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 32"
Sandoz Candesartan Plus,P, 0000.0000,012027,200,Cataract congenital Volkmann type
Ipg-Clopidogrel,P, 0000.0000,014907,200,"OSTEOGENESIS IMPERFECTA, TYPE XI"
Reclipsen 21,P, 0000.0000,015772,200,Hereditary vertical nystagmus
Mar-Galantamine Er,P, 0000.0000,014907,200,Romano-Ward Syndrome
Extra Strength Total Symptom Relief Sugar-Free,O, 0000.0000,004933,200,Hearing Disorders
Auro-Candesartan Hct,P, 0000.0000,011979,200,Charcot-Marie-Tooth disease with ptosis and parkinsonism
Mar-Olanzapine,P, 0000.0000,014907,200,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 3"
Mint-Ramipril,P, 0000.0000,013221,200,"Epilepsy, Generalized"
Mint-Paroxetine,P, 0000.0000,013221,200,"Mastocytosis, cutaneous, with short stature, conductive hearing loss and microtia"
Drospirenone And Ethinyl Estradiol Tablets Usp (21-Day Regimen),P, 0000.0000,016778,200,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 52"
Pms-Levocarb Cr,P, 0000.0000,003550,200,Oculoauriculofrontonasal syndrome
Ran-Meropenem,P, 0000.0000,011271,200,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 44"
Nat-Zolmitriptan,P, 0000.0000,015633,200,"Chromosome 5, monosomy 5q35"
Jamp-Allopurinol,P, 0000.0000,004415,200,"Digital Arthropathy-Brachydactyly, Familial"
Jamp-Zolmitriptan,P, 0000.0000,004415,200,Bronchomalacia
Dutasteride,P, 0000.0000,004901,200,Hypercapnia
Ecl-Citalopram,P, 0000.0000,015846,200,"Chromosome 1q, duplication 1q12 q21"
Ecl-Metformin,P, 0000.0000,015846,200,DIAMOND-BLACKFAN ANEMIA 13
Ipg-Escitalopram,P, 0000.0000,014907,200,Beta-Ureidopropionase Deficiency
Muscle And Back Pain Platinum Relief,O, 0000.0000,008541,200,Kallmann Syndrome 2 with Bimanual Synkinesia
Apo-Tadalafil,P, 0000.0000,003636,200,Inappropriate ADH Syndrome
Act Solifenacin,P, 0000.0000,015772,200,"Epilepsy, Generalized"
Cefuroxime For Injection, Usp,P, 0000.0000,008892,200,GNATHODIAPHYSEAL DYSPLASIA
Zoledronic Acid For Injection Concentrate,P, 0000.0000,015083,200,LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 2
Mar-Losartan,P, 0000.0000,014907,200,Radius absent anogenital anomalies
Mylan-Latanoprost/Timolol,P, 0000.0000,013930,200,"Chondrodysplasia, blomstrand type"
Mar-Lisinopril,P, 0000.0000,014907,200,Branchio-Oto-Renal Syndrome
Abbott-Rabeprazole,P, 0000.0000,016524,200,Capgras Syndrome
Riva-Atorvastatin,P, 0000.0000,005034,200,"Cardiomyopathy, Dilated, 1C"
Mint-Irbesartan,P, 0000.0000,013221,200,"Diaphragm, Complete Agenesis Of"
Jamp-Amiodarone,P, 0000.0000,004415,200,Immersion Foot
Mint-Gliclazide Mr,P, 0000.0000,013221,200,Pallister Killian syndrome
Mint-Tolterodine,P, 0000.0000,013221,200,Orotic Aciduria II
Apo-Solifenacin,P, 0000.0000,003636,200,Lujan Fryns syndrome
Mylan-Rivastigmine Patch 10,P, 0000.0000,013930,200,Chondroblastoma
Mar-Escitalopram,P, 0000.0000,014907,200,"EXOSTOSES, MULTIPLE, TYPE I"
Act Rivastigmine Patch 5,P, 0000.0000,015772,200,Charcot-Marie-Tooth disease with ptosis and parkinsonism
Mint-Ciproflox,P, 0000.0000,013221,200,Hearing Disorders
Incruse Ellipta,P, 0000.0000,009985,200,"Epilepsy, Benign Neonatal"
Auro-Losartan Hct,P, 0000.0000,011979,200,Glut1 Deficiency Syndrome
Egrifta,P, 0000.0000,014973,200,Kallikrein hypertension
Mint-Pregabalin,P, 0000.0000,013221,200,Chromosome 8 ring
Mylan-Clopidogrel,P, 0000.0000,013930,200,Extravasation of Diagnostic and Therapeutic Materials
Act Esomeprazole,P, 0000.0000,014318,200,Foot Deformities
Xeljanz,P, 0000.0000,004908,200,"Amyloidosis, Cerebroarterial, App-Related"
Ran-Esomeprazole,P, 0000.0000,011271,200,Ovarian Cysts
Auro-Pramipexole,P, 0000.0000,011979,200,"Diaphragm, Complete Agenesis Of"
Auro-Repaglinide,P, 0000.0000,011979,200,"Cardiac Lipidosis, Familial"
Jamp-Solifenacin,P, 0000.0000,004415,200,Foreign Bodies
Escitalopram,P, 0000.0000,004901,200,Romano-Ward Syndrome
Pms-Travoprost Z,P, 0000.0000,003550,200,Blue diaper syndrome
Jamp-Celecoxib,P, 0000.0000,004415,200,"Cystitis, Interstitial"
Posanol,P, 0000.0000,012250,200,Choroid plexus calcification with mental retardation
Divigel,P, 0000.0000,014318,200,Feline Infectious Peritonitis
Riva-Tramadol/Acet,P, 0000.0000,005034,200,Ependymoma
Septa-Losartan,P, 0000.0000,014461,200,Osteosarcoma
Mint-Hydroxychloroquine,P, 0000.0000,013221,200,Malignant fever
Contingency One,O, 0000.0000,013930,200,LEUKODYSTROPHY AND ACQUIRED MICROCEPHALY WITH OR WITHOUT DYSTONIA
Auro-Galantamine Er,P, 0000.0000,011979,200,Hypoxia
Riva-Irbesartan,P, 0000.0000,005034,200,"Nystagmus, Congenital"
Ecl-Donepezil,P, 0000.0000,015846,200,Aplasia of Lacrimal and Salivary Glands
Riva-Candesartan,P, 0000.0000,005034,200,Beta-Ureidopropionase Deficiency
Riva-Valsartan,P, 0000.0000,005034,200,Inflammatory Bowel Disease 8
Ach-Ezetimibe,P, 0000.0000,013032,200,"Chromosome 5, monosomy 5q35"
Firazyr,P, 0000.0000,015647,200,Naegeli syndrome
Nighttime Pain Reliever,O, 0000.0000,014907,200,"Cardiomyopathy, Dilated, 1C"
Ibavyr,P, 0000.0000,011656,200,Noonan syndrome 3
Mint-Hydrochlorothiazide,P, 0000.0000,013221,200,Inflammatory Bowel Disease 8
Ipg-Cetirizine,P, 0000.0000,014907,200,Chronic recurrent multifocal osteomyelitis
Sandoz Rivastigmine Patch 10,P, 0000.0000,012027,200,Cataract congenital Volkmann type
Priva-Celecoxib,P, 0000.0000,013741,200,"Cystitis, Interstitial"
Apo-Frovatriptan,P, 0000.0000,003636,200,"Milia, Multiple Eruptive"
Van-Losartan,P, 0000.0000,016351,200,"Hemophagocytic lymphohistiocytosis, familial, 2"
Mylan-Duloxetine,P, 0000.0000,013930,200,Hoyeraal Hreidarsson syndrome
Ach-Capecitabine,P, 0000.0000,013032,200,Feline Infectious Peritonitis
Asa Ec,O, 0000.0000,014236,200,Extravasation of Diagnostic and Therapeutic Materials
Aptiom,P, 0000.0000,015043,200,"Congenital Lipomatous Overgrowth, Vascular Malformations, and Epidermal Nevi"
Ursodiol Tablets Usp,P, 0000.0000,016778,200,"CARDIOMYOPATHY, DILATED, 1KK"
Med-Latanoprost,P, 0000.0000,013985,200,Colonic Pseudo-Obstruction
Van-Donepezil,P, 0000.0000,016351,200,Gout
Van-Ciprofloxacin,P, 0000.0000,016351,200,"Basaloid Follicular Hamartoma Syndrome, Generalized, Autosomal Dominant"
Van-Amlodipine,P, 0000.0000,016351,200,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 51"
Van-Losartan-Hctz,P, 0000.0000,016351,200,Immune System Diseases
Van-Irbesartan-Hctz,P, 0000.0000,016351,200,"Nystagmus, Congenital"
Van-Irbesartan,P, 0000.0000,016351,200,Mandibular Injuries
Tamsulosin Cr,P, 0000.0000,014236,200,Meier Blumberg Imahorn syndrome
Mar-Cetirizine,O, 0000.0000,014907,200,Aplasia cutis congenita of limbs recessive
Jamp-Asa 81mg Ec,O, 0000.0000,008541,200,GNATHODIAPHYSEAL DYSPLASIA
Pendo-Pravastatin,P, 0000.0000,011656,200,"Hyper-IgM Immunodeficiency Syndrome, Type 1"
Pendo-Amiodarone,P, 0000.0000,011656,200,"Basaloid Follicular Hamartoma Syndrome, Generalized, Autosomal Dominant"
Nighttime Sleep Aid Liquid,O, 0000.0000,004412,200,Bronchomalacia
Auro-Rivastigmine,P, 0000.0000,011979,200,Rectocele
Losartan/Hctz,P, 0000.0000,014236,200,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 21
Pendo-Amlodipine-Atorvastatin,P, 0000.0000,011656,200,Fused Kidney
Jampocaine 2% Viscous Solution,O, 0000.0000,004415,200,Orofaciodigital syndrome type1
Van-Sertraline,P, 0000.0000,016351,200,Noonan syndrome 3
Apo-Betahistine,P, 0000.0000,003636,200,Oslam syndrome
Van-Olanzapine,P, 0000.0000,016351,200,Marfan Syndrome type 2
Van-Pantoprazole,P, 0000.0000,016351,200,Osteosarcoma
Pantoprazole-40,P, 0000.0000,015130,200,Inflammatory Bowel Disease 22
Jamp-Zolmitriptan Odt,P, 0000.0000,004415,200,"Chromosome 1q, duplication 1q12 q21"
Ran-Imatinib,P, 0000.0000,011271,200,AMYOTROPHIC LATERAL SCLEROSIS 22 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA
Septa-Zolmitriptan-Odt,P, 0000.0000,014461,200,Macrophage Activation Syndrome
Septa Donepezil,P, 0000.0000,014461,200,"Chondrodysplasia, blomstrand type"
Van-Rizatriptan,P, 0000.0000,016351,200,Bronchial Diseases
Septa-Losartan Hctz,P, 0000.0000,014461,200,"Parathyroid Glands, Agenesis Of"
Act Tadalafil,P, 0000.0000,015772,200,"Deafness, Autosomal Recessive 68"
Van-Alendronate,P, 0000.0000,016351,200,Bladder Exstrophy and Epispadias Complex
Mar-Fluconazole-150,O, 0000.0000,014907,200,Adrenoleukodystrophy
Riva-Escitalopram,P, 0000.0000,005034,200,Glycogen Storage Disease IXC
Med-Solifenacin,P, 0000.0000,013985,200,Brachymesophalangy 2 and 5
Sandoz Alendronate/Cholecalciferol,P, 0000.0000,012027,200,Neuropathy ataxia and retinitis pigmentosa
Jamp-Rizatriptan Ir,P, 0000.0000,004415,200,Obsessive-Compulsive Disorder
Pms-Duloxetine,P, 0000.0000,003550,200,"Pectus Excavatum, Macrocephaly, Short Stature, Dysplastic Nails"
Ran-Olanzapine Ir,P, 0000.0000,011271,200,Cerebral Small Vessel Diseases
Celecoxib,P, 0000.0000,015130,200,"DEAFNESS, AUTOSOMAL RECESSIVE 61"
Jamp-Escitalopram,P, 0000.0000,004415,200,Ocular Myopathy with Curare Sensitivity
Mar-Amitriptyline,P, 0000.0000,014907,200,Brachymesophalangy 2 and 5
M-Asa 80 Mg Croquable,O, 0000.0000,013936,200,"ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 4"
M-Sildenafil,P, 0000.0000,013936,200,Kleefstra Syndrome
Pms-Vancomycin,P, 0000.0000,003550,200,"Ectopia Lentis, Spontaneous Filtering Blebs, and Craniofacial Dysmorphism"
Olanzapine-Odt,P, 0000.0000,014803,200,"Mandibulofacial dysostosis, Treacher Collins type, autosomal recessive"
Auro-Levofloxacin,P, 0000.0000,011979,200,"Acrofacial dysostosis, Nager type"
Linezolid Injection,P, 0000.0000,016555,200,"Lymphoid System Deterioration, Progressive"
Ipg-Topiramate,P, 0000.0000,014907,200,"DEAFNESS, AUTOSOMAL DOMINANT 50"
Pms-Imatinib,P, 0000.0000,003550,200,Glycogen Storage Disease IC
Esomeprazole,P, 0000.0000,014236,200,"Nephroma, Mesoblastic"
Phenytoin Sodium Injection, Usp,P, 0000.0000,008892,200,BRANCHED-CHAIN KETO ACID DEHYDROGENASE KINASE DEFICIENCY
Van-Gabapentin,P, 0000.0000,016351,200,"Hyperinsulinemic hypoglycemia, familial, 3"
Auro-Famciclovir,P, 0000.0000,011979,200,"AUTOIMMUNE INTERSTITIAL LUNG, JOINT, AND KIDNEY DISEASE"
Calcitriol-Odan,P, 0000.0000,004835,200,"Hypoglycemia, Neonatal, Simulating Foetopathia Diabetica"
Sandoz Paroxetine Tablets,P, 0000.0000,012027,200,"Myoclonus, Cerebellar Ataxia, and Deafness"
Sandoz Topiramate Tablets,P, 0000.0000,012027,200,"Rolandic Epilepsy, Mental Retardation, And Speech Dyspraxia, Autosomal Dominant"
Van-Sildenafil,P, 0000.0000,016351,200,"NAIL DISORDER, NONSYNDROMIC CONGENITAL, 10"
Mar-Pravastatin,P, 0000.0000,014907,200,Marfan Syndrome type 2
Mar-Topiramate,P, 0000.0000,014907,200,EPIDERMOLYSIS BULLOSA SIMPLEX WITH NAIL DYSTROPHY
Atropine Injection Bp,P, 0000.0000,017109,200,"Charcot-Marie-Tooth disease, Type 2B2"
Harvoni,P, 0000.0000,011463,200,Ataxia-Microcephaly-Cataract Syndrome
Auro-Moxifloxacin,P, 0000.0000,011979,200,"Mental Retardation, X-Linked 3"
Duloxetine,P, 0000.0000,015415,200,Leigh Syndrome Due To Mitochondrial Complex II Deficiency
Van-Levetiracetam,P, 0000.0000,016351,200,Meacham Winn Culler syndrome
Van-Omeprazole,P, 0000.0000,016351,200,"Basaloid Follicular Hamartoma Syndrome, Generalized, Autosomal Dominant"
Van-Fluoxetine,P, 0000.0000,016351,200,Mucocutaneous Lymph Node Syndrome
Jamp-Fluconazole,O, 0000.0000,004415,200,Amaurosis hypertrichosis
Mar-Modafinil,P, 0000.0000,014907,200,Marfanoid Habitus with Microcephaly and Glomerulonephritis
Ag-Donepezil,P, 0000.0000,014256,200,Immersion Foot
Auro-Cefixime,P, 0000.0000,011979,200,"Rhinitis, Atrophic"
Exelon Patch 15,P, 0000.0000,007277,200,Calabro syndrome
Trintellix,P, 0000.0000,005362,200,Chorea
Asa,O, 0000.0000,003550,200,Acute Pain
Jamp-Amoxicillin,P, 0000.0000,004415,200,"Parathyroid Glands, Agenesis Of"
Oxaliplatin Injection Usp,P, 0000.0000,013930,200,"Cataract, Congenital, Cerulean Type, 3"
Jamp-Nystatin Oral Suspension Usp,P, 0000.0000,004415,200,BRANCHED-CHAIN KETO ACID DEHYDROGENASE KINASE DEFICIENCY
Backup Plan Onestep,O, 0000.0000,003636,200,"Hemangiomatosis, Disseminated"
Van-Mycophenolate,P, 0000.0000,016351,200,Posterior column ataxia
Auro-Pregabalin,P, 0000.0000,011979,200,LEUKODYSTROPHY AND ACQUIRED MICROCEPHALY WITH OR WITHOUT DYSTONIA
Van-Quetiapine,P, 0000.0000,016351,200,Feline Infectious Peritonitis
Van-Telmisartan-Hctz,P, 0000.0000,016351,200,"Charcot-Marie-Tooth disease, Type 2E"
Van-Pioglitazone,P, 0000.0000,016351,200,"Chromosome 2, monosomy 2pter p24"
Van-Telmisartan,P, 0000.0000,016351,200,GEMSS syndrome
Otezla,P, 0000.0000,013002,200,Inappropriate ADH Syndrome
Sandoz Dutasteride,P, 0000.0000,012027,200,Marfan Syndrome type 2
Mylan-Cinacalcet,P, 0000.0000,013930,200,"MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 2"
Ach-Escitalopram,P, 0000.0000,013032,200,"ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 4"
Zinda-Candesartan/Hydrochlorothiazide,P, 0000.0000,015279,200,Aplasia cutis congenita of limbs recessive
Teva-Almotriptan,P, 0000.0000,014318,200,Acute Disease
Oxaliplatin Injection,P, 0000.0000,014318,200,Cerebral Small Vessel Diseases
Accel-Topiramate,P, 0000.0000,013829,200,"MACULAR DEGENERATION, X-LINKED ATROPHIC"
Simbrinza,P, 0000.0000,007277,200,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 21
Ipg-Irbesartan,P, 0000.0000,014907,200,Frias syndrome
Jamp-Amitriptyline Tablets,P, 0000.0000,004415,200,"Chromosome 5, monosomy 5q35"
Refresh Optive Fusion,O, 0000.0000,003574,200,Glycogen Storage Disease Type III
Jamp-Topiramate,P, 0000.0000,004415,200,"Carbohydrate Metabolism, Inborn Errors"
Accel-Celecoxib,P, 0000.0000,013829,200,Out-of-Hospital Cardiac Arrest
Fomepizole For Injection,P, 0000.0000,008892,200,Hemolytic Anemia with Thermal Sensitivity of Red Cells
Auro-Tadalafil,P, 0000.0000,011979,200,Agenesis of Corpus Callosum
Jamp-Pregabalin,P, 0000.0000,004415,200,"Muscular Dystrophy, Congenital, associated with Calf Hypertrophy, Microcephaly, and Severe Mental Retardation"
Holkira Pak,P, 0000.0000,015353,200,Cerebral Small Vessel Diseases
Act Latanoprost/Timolol,P, 0000.0000,015772,200,Foreign Bodies
Ella,P, 0000.0000,010469,200,"Hyperinsulinemic Hypoglycemia, Familial, 4"
Moderiba,P, 0000.0000,015353,200,Hemolytic Anemia with Thermal Sensitivity of Red Cells
Ferriprox,P, 0000.0000,012216,200,Otorhinolaryngologic Diseases
Nat-Rizatriptan Odt,P, 0000.0000,015633,200,Panniculitis
Auro-Duloxetine,P, 0000.0000,011979,200,"Gingivitis, Necrotizing Ulcerative"
Cleo -35,P, 0000.0000,017200,200,Kallikrein hypertension
Auro-Clindamycin,P, 0000.0000,011979,200,Glycogen Storage Disease IC
Mint-Olanzapine Odt,P, 0000.0000,013221,200,Nocardia Infections
Duloxetine Dr,P, 0000.0000,014318,200,Rectocele
Signifor Lar,P, 0000.0000,007277,200,"Diaphragm, Complete Agenesis Of"
Jinarc,P, 0000.0000,008946,200,"Chylothorax, congenital"
Ag-Celecoxib,P, 0000.0000,014256,200,"Dysfibrinogenemia, Congenital"
Ipg-Montelukast,P, 0000.0000,014907,200,"Nephropathy, Progressive Tubulointerstitial, with Cholestatic Liver Disease"
Med-Dorzolamide-Timolol,P, 0000.0000,013985,200,Hemiplegia
Ceftazidime For Injection Bp,P, 0000.0000,008892,200,Major Affective Disorder 2
Dom-Tadalafil,P, 0000.0000,004065,200,Neoplasm Micrometastasis
Act Propofol,P, 0000.0000,015772,200,Accutane embryopathy
Mint-Quetiapine,P, 0000.0000,013221,200,AMYOTROPHIC LATERAL SCLEROSIS 22 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA
Torrent-Pregabalin,P, 0000.0000,013838,200,Adrenoleukodystrophy
Ran-Duloxetine,P, 0000.0000,011271,200,Duodenal Diseases
Auro-Metformin,P, 0000.0000,011979,200,Foot Deformities
Gd-Varenicline,P, 0000.0000,012463,200,Prodromal Symptoms
Van-Citalopram,P, 0000.0000,016351,200,"Leukocyte Nuclear Appendages, Hereditary Prevalence of"
Van-Zolmitriptan Odt,P, 0000.0000,016351,200,"MYOPIA 19, AUTOSOMAL DOMINANT"
Van-Olanzapine Odt,P, 0000.0000,016351,200,"DEAFNESS, AUTOSOMAL RECESSIVE 61"
Van-Ramipril,P, 0000.0000,016351,200,Immersion Foot
Ach-Rosuvastatin,P, 0000.0000,013032,200,Acquired CJD
Mint-Duloxetine,P, 0000.0000,013221,200,"EXOSTOSES, MULTIPLE, TYPE I"
Prolensa,P, 0000.0000,005661,200,"Faciocardiomelic Dysplasia, Lethal"
Nat-Quetiapine,P, 0000.0000,015633,200,Agenesis of Corpus Callosum
Ran-Gliclazide Mr,P, 0000.0000,011271,200,"Congenital Lipomatous Overgrowth, Vascular Malformations, and Epidermal Nevi"
Ach-Solifenacin Succinate,P, 0000.0000,013032,200,"MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 3"
Duaklir Genuair,P, 0000.0000,009307,200,"Nephroma, Mesoblastic"
Nat-Donepezil,P, 0000.0000,015633,200,IMMUNODEFICIENCY 21
Mint-Rizatriptan Odt,P, 0000.0000,013221,200,"Chromosome 10, trisomy 10pter p13"
Act Bupropion Xl,P, 0000.0000,015772,200,Kallikrein hypertension
Ibuprofen,O, 0000.0000,003636,200,"Gingivitis, Necrotizing Ulcerative"
Oxcarbazepine,P, 0000.0000,014803,200,Pseudotrisomy 13 syndrome
Ach-Ramipril,P, 0000.0000,013032,200,Hyperexplexia hereditary
Corneo Hypromellose,O, 0000.0000,015909,200,Pacman dysplasia
Sandoz Duloxetine,P, 0000.0000,012027,200,Laryngeal Edema
