drugName,drugPrescStat,price,manufNo,maxDosage,disease,quantity
Teva-Citalopram,P, 0000.0000,014318,200,Cerebral palsy  spastic  diplegic,2000
Kimcare Antibacterial Luxury Foam Antibacterial Skin Cleanser,O, 0000.0000,009605,200,Ephemeral Fever,2000
Apo-Gabapentin,P, 0000.0000,003636,200,DEAFNESS  AUTOSOMAL RECESSIVE 61,2000
Ran-Cefprozil,P, 0000.0000,011271,200,Hemophagocytic lymphohistiocytosis  familial  2,2000
Readycleanse,O, 0000.0000,011587,200,Hereditary Diffuse Leukoencephalopathy with Spheroids,2000
Apo-Lansoprazole,P, 0000.0000,003636,200,Amyloidosis  Cerebroarterial  App-Related,2000
Apo-Cefprozil,P, 0000.0000,003636,200,Hemangioendothelioma  Epithelioid,2000
Phl-Zopiclone,P, 0000.0000,004917,200,Cleft palate X-linked,2000
Reyataz,P, 0000.0000,003798,200,Nephropathy  Progressive Tubulointerstitial  with Cholestatic Liver Disease,2000
Ran-Lisinopril,P, 0000.0000,011271,200,Inflammatory Bowel Disease 8,2000
Ratio-Tamsulosin,P, 0000.0000,014318,200,Hearing Loss  Unilateral,2000
Pms-Minocycline,P, 0000.0000,003550,200,Airway Remodeling,2000
Phl-Risperidone Odt,P, 0000.0000,004917,200,Pelvic Organ Prolapse,2000
Dom-Amiodarone,P, 0000.0000,004065,200,Milia  Multiple Eruptive,2000
Ran-Fosinopril,P, 0000.0000,011271,200,Charcot-Marie-Tooth disease with ptosis and parkinsonism,2000
Pms-Propafenone,P, 0000.0000,003550,200,BLEEDING DISORDER  PLATELET-TYPE  9,2000
Dom-Lisinopril,P, 0000.0000,004065,200,MICROVASCULAR COMPLICATIONS OF DIABETES  SUSCEPTIBILITY TO  2,2000
Pms-Naproxen Ec,P, 0000.0000,003550,200,Parkinsonism-Dystonia  Infantile,2000
Ran-Tamsulosin,P, 0000.0000,011271,200,Nidovirales Infections,2000
Apo-Escitalopram,P, 0000.0000,003636,200,Mental Retardation  X-Linked 59,2000
Chlorhexidine Solution,O, 0000.0000,012007,200,Foreign Bodies,2000
Apo-Atorvastatin,P, 0000.0000,003636,200,Carnevale Hernandez Castillo syndrome,2000
Apo-Glimepiride,P, 0000.0000,003636,200,Hexosaminidase A Deficiency  Adult Type,2000
Act Ramipril,P, 0000.0000,015772,200,Miles-Carpenter x-linked mental retardation syndrome,2000
Chlorhexidine 2% Antiseptic Hand Wash,O, 0000.0000,012007,200,Feline Infectious Peritonitis,2000
Apo-Valacyclovir,P, 0000.0000,003636,200,Feline Infectious Peritonitis,2000
Jamp-Lactulose,O, 0000.0000,004415,200,Romano-Ward Syndrome,2000
Portia 21,P, 0000.0000,014318,200,Ectoparasitic Infestations,2000
Portia 28,P, 0000.0000,014318,200,Holoprosencephaly 6,2000
Lowprin,O, 0000.0000,012027,200,Bluetongue,2000
Pms-Levetiracetam,P, 0000.0000,003550,200,Granddad Syndrome,2000
Ctp 30,P, 0000.0000,015043,200,Megalencephaly with Dysmyelination,2000
Eloxatin,P, 0000.0000,012538,200,Pelvic Organ Prolapse,2000
Act Ondansetron,P, 0000.0000,015772,200,Orofaciodigital syndrome type1,2000
Sandoz Omeprazole,P, 0000.0000,012027,200,Reflex  Abnormal,2000
Advagraf,P, 0000.0000,012204,200,Muscular Dystrophy  Duchenne,2000
Apo-Latanoprost,P, 0000.0000,003636,200,Rolandic Epilepsy  Mental Retardation  And Speech Dyspraxia  Autosomal Dominant,2000
Pms-Quetiapine,P, 0000.0000,003550,200,Amyloidosis  Cerebroarterial  App-Related,2000
Mylan-Zopiclone,P, 0000.0000,013930,200,Holoprosencephaly 6,2000
Teva-Rabeprazole Ec,P, 0000.0000,014318,200,Pseudoaminopterin syndrome,2000
Tamoxifene - 10,P, 0000.0000,004901,200,Gonorrhea,2000
Risperidone - 3,P, 0000.0000,004901,200,Mastocytosis  cutaneous  with short stature  conductive hearing loss and microtia,2000
Phl-Levetiracetam,P, 0000.0000,004917,200,Duodenal Diseases,2000
Loris - I.V.,O, 0000.0000,011479,200,Cone-Rod Dystrophy 12,2000
Act Amlodipine,P, 0000.0000,015772,200,Chromosome 1q  duplication 1q12 q21,2000
Mezavant,P, 0000.0000,009504,200,Hamano Tsukamoto syndrome,2000
Motrin Liquid Gels 200mg,O, 0000.0000,004569,200,Gingivitis  Necrotizing Ulcerative,2000
Mylan-Lisinopril Hctz,P, 0000.0000,013930,200,IMMUNODEFICIENCY 21,2000
Metrogel 1%,P, 0000.0000,004225,200,Posterior column ataxia,2000
Mylan-Ondansetron,P, 0000.0000,013930,200,Cleft palate X-linked,2000
Sandoz Pioglitazone,P, 0000.0000,012027,200,BLEEDING DISORDER  PLATELET-TYPE  9,2000
Triple Antibiotic Ointment,O, 0000.0000,004933,200,Neoplasms  Fibrous Tissue,2000
Ran-Rabeprazole,P, 0000.0000,011271,200,Gingivitis  Necrotizing Ulcerative,2000
Desloratadine Allergy Control,O, 0000.0000,003550,200,Radiation Injuries,2000
Nighttime Cold And Flu-In-One Extra Strength,O, 0000.0000,008541,200,Distal Osteosclerosis,2000
Teva-Risedronate,P, 0000.0000,014318,200,Chromosome 15q26-Qter Deletion Syndrome,2000
Pms-Valacyclovir,P, 0000.0000,003550,200,Hyperhidrosis,2000
Diphenhydramine Hydrochloride Elixir Usp,O, 0000.0000,004415,200,Carbohydrate Metabolism  Inborn Errors,2000
Aviane 21,P, 0000.0000,014318,200,Deafness  Sensorineural  with Hypertrophic Cardiomyopathy,2000
Aviane 28,P, 0000.0000,014318,200,Hashimoto-Pritzker syndrome,2000
Mylan-Tamsulosin,P, 0000.0000,013930,200,Charcot-Marie-Tooth disease  Type 2B2,2000
Zeldox,P, 0000.0000,004908,200,Ramon Syndrome,2000
Emend,P, 0000.0000,012250,200,Hypobetalipoproteinemias,2000
Dom-Quetiapine,P, 0000.0000,004065,200,Noonan syndrome 3,2000
Ralivia,P, 0000.0000,011902,200,Capgras Syndrome,2000
Teva-Fluvastatin,P, 0000.0000,014318,200,Fatigue,2000
Dom-Venlafaxine Xr,P, 0000.0000,004065,200,Aase Smith syndrome 2,2000
Riva-Oxybutynin,P, 0000.0000,005034,200,Charcot-Marie-Tooth disease  Type 2E,2000
Novo-Bupropion Sr,P, 0000.0000,004773,200,Epilepsy  Benign Neonatal,2000
Mylan-Pantoprazole,P, 0000.0000,013930,200,Hemophagocytic lymphohistiocytosis  familial  2,2000
Apo-Dorzo-Timop,P, 0000.0000,003636,200,Ependymoma,2000
Alendronate,P, 0000.0000,015130,200,Ocular Myopathy with Curare Sensitivity,2000
Ran-Quinapril,P, 0000.0000,011271,200,Chondroblastoma,2000
Auro-Mirtazapine Od,P, 0000.0000,011979,200,Ocular Myopathy with Curare Sensitivity,2000
Ratio-Lisinopril Z,P, 0000.0000,010402,200,Faciocardiomelic Dysplasia  Lethal,2000
Sandoz Enalapril,P, 0000.0000,012027,200,Fatigue Syndrome  Chronic,2000
Ratio-Enalapril,P, 0000.0000,010402,200,Legg-Calve-Perthes Disease,2000
Mylan-Enalapril,P, 0000.0000,013930,200,Epilepsy  Generalized,2000
Pms-Enalapril,P, 0000.0000,003550,200,Pointer syndrome,2000
Seroquel Xr,P, 0000.0000,009307,200,Charcot-Marie-Tooth disease  Type 2E,2000
Teva-Enalapril/Hctz,P, 0000.0000,014318,200,Chromosome 1  monosomy 1q4,2000
Invega,P, 0000.0000,007259,200,Glut1 Deficiency Syndrome,2000
Act Pantoprazole,P, 0000.0000,015772,200,ARTHROGRYPOSIS  MENTAL RETARDATION  AND SEIZURES,2000
Atripla,P, 0000.0000,012835,200,Oslam syndrome,2000
Dayquil Cold + Flu,O, 0000.0000,004911,200,GLAUCOMA 3  PRIMARY CONGENITAL  E,2000
Zym-Simvastatin,P, 0000.0000,006860,200,Mental Retardation  X-Linked 52,2000
Olanzapine 5 Mg Tablet,P, 0000.0000,004773,200,Pemphigoid Gestationis,2000
Sandoz Pantoprazole,P, 0000.0000,012027,200,Carotid Artery Injuries,2000
Mylan-Ramipril,P, 0000.0000,013930,200,Foreign Bodies,2000
Acetaminophen 8-Hour,O, 0000.0000,008541,200,Ocular Myopathy with Curare Sensitivity,2000
Brimonidine P,P, 0000.0000,014412,200,ASTHMA-RELATED TRAITS  SUSCEPTIBILITY TO  4,2000
Ratio-Pioglitazone,P, 0000.0000,010402,200,Prostate Cancer  Hereditary  6,2000
Teva-Lisinopril/Hctz (Type Z),P, 0000.0000,014318,200,Diabetic Cardiomyopathies,2000
Citalopram,P, 0000.0000,014308,200,Cone-Rod Dystrophy 12,2000
Osto-D2,P, 0000.0000,008481,200,Diastasis Recti And Weakness Of The Linea Alba,2000
Gemcitabine Hydrochloride For Injection,P, 0000.0000,012027,200,Duodenal Diseases,2000
Teva-Lisinopril/Hctz (Type P),P, 0000.0000,014318,200,Miyoshi myopathy,2000
Sandoz Cefprozil,P, 0000.0000,012027,200,EPILEPTIC ENCEPHALOPATHY  EARLY INFANTILE  24,2000
Sandoz Lisinopril Hct,P, 0000.0000,012027,200,Contusions,2000
Mylan-Bicalutamide,P, 0000.0000,013930,200,Alagille Syndrome,2000
Pms-Bisoprolol,P, 0000.0000,003550,200,Male Infertility with Large-Headed  Multiflagellar  Polyploid Spermatozoa,2000
Novo-Atorvastatin,P, 0000.0000,004773,200,Chromosome 2  monosomy 2pter p24,2000
Biolage Scalptherapie Antidandruff Shampoo,O, 0000.0000,009837,200,Leukocyte Nuclear Appendages  Hereditary Prevalence of,2000
Act Pioglitazone,P, 0000.0000,015772,200,Reflex  Abnormal,2000
Teva-Atenolol/Chlorthalidone,P, 0000.0000,014318,200,Bladder Exstrophy and Epispadias Complex,2000
Apo-Pioglitazone,P, 0000.0000,003636,200,Nephroma  Mesoblastic,2000
Act Clopidogrel,P, 0000.0000,015772,200,Gingivitis  Necrotizing Ulcerative,2000
Pms-Pioglitazone,P, 0000.0000,003550,200,Addison Disease,2000
Pms-Olanzapine,P, 0000.0000,003550,200,Bleeding Disorder due to Defective Thromboxane A2 Receptor,2000
Pms-Olanzapine Odt,P, 0000.0000,003550,200,Chromosome 2  monosomy 2pter p24,2000
Riva-Citalopram,P, 0000.0000,005034,200,Legg-Calve-Perthes Disease,2000
Riva-Fluvox,P, 0000.0000,005034,200,Pseudoarthrogryposis,2000
Sandoz Metoprolol Sr,P, 0000.0000,012027,200,Inappropriate ADH Syndrome,2000
Accel Pioglitazone,P, 0000.0000,013829,200,Duodenal Diseases,2000
Risperidone,P, 0000.0000,014308,200,Capgras Syndrome,2000
Ran-Ciproflox,P, 0000.0000,011271,200,AUTOIMMUNE INTERSTITIAL LUNG  JOINT  AND KIDNEY DISEASE,2000
Euro-Docusate C,O, 0000.0000,012027,200,Growth retardation  Alopecia  Pseudoanodontia and Optic atrophy,2000
Pms-Escitalopram,P, 0000.0000,003550,200,Nephroma  Mesoblastic,2000
Refresh Contacts,O, 0000.0000,003574,200,Hereditary Diffuse Leukoencephalopathy with Spheroids,2000
Act Venlafaxine Xr,P, 0000.0000,015772,200,GNATHODIAPHYSEAL DYSPLASIA,2000
Pms-Desmopressin,P, 0000.0000,003550,200,Ependymoma,2000
Complete Antibiotic Ointment,O, 0000.0000,005241,200,Conjunctivitis  Viral,2000
Euro Lithium,P, 0000.0000,007555,200,Heart Aneurysm,2000
Mint-Citalopram,P, 0000.0000,013221,200,Hemophagocytic lymphohistiocytosis  familial  2,2000
Tamiflu,P, 0000.0000,004328,200,PROTHROMBIN DEFICIENCY  CONGENITAL,2000
Revlimid,P, 0000.0000,013002,200,Prodromal Symptoms,2000
Ran-Pantoprazole,P, 0000.0000,011271,200,Colitis,2000
Apo-Olopatadine,P, 0000.0000,003636,200,Balkan Nephropathy,2000
Mint-Ondansetron,P, 0000.0000,013221,200,Esophageal Spasm  Diffuse,2000
Sandoz Brimonidine,P, 0000.0000,012027,200,Foot Deformities,2000
Riva-Fluoxetine,P, 0000.0000,005034,200,Neoplasms  Fibrous Tissue,2000
Piperacillin/Tazobactam For Injection,P, 0000.0000,011163,200,Neutropenia  severe chronic,2000
Benylin For Children All-In-One Cold + Fever Nightime,O, 0000.0000,004569,200,Gastrointestinal Diseases,2000
Act Famciclovir,P, 0000.0000,015772,200,Basaloid Follicular Hamartoma Syndrome  Generalized  Autosomal Dominant,2000
Tylenol Cold Rapid Release,O, 0000.0000,004569,200,Brugada Syndrome 8,2000
Stalevo,P, 0000.0000,007277,200,Chromosome 15q26-Qter Deletion Syndrome,2000
Novo-Rivastigmine,P, 0000.0000,004773,200,Drachtman Weinblatt Sitarz syndrome,2000
Pms-Rivastigmine,P, 0000.0000,003550,200,Nephropathy  Progressive Tubulointerstitial  with Cholestatic Liver Disease,2000
Pms-Rosiglitazone,P, 0000.0000,003550,200,Glycogen Storage Disease IXC,2000
Citalopram-Odan,P, 0000.0000,004835,200,Pemphigoid Gestationis,2000
Benylin Cold And Sinus Night,O, 0000.0000,004569,200,Autolysis,2000
Phl-Levofloxacin,P, 0000.0000,004917,200,Idiopathic basal ganglia calcification 1,2000
Pms-Ibuprofen,O, 0000.0000,003550,200,Pruritic urticarial papules plaques of pregnancy,2000
Dom-Moxifloxacin,P, 0000.0000,004065,200,Hyperkeratosis  Epidermolytic,2000
Phl-Rosiglitazone,P, 0000.0000,004917,200,Malignant fever,2000
Dom-Olanzapine Odt,P, 0000.0000,004065,200,Atelosteogenesis type 2,2000
Phl-Olanzapine,P, 0000.0000,004917,200,Mastocytosis  cutaneous  with short stature  conductive hearing loss and microtia,2000
Dom-Rosiglitazone,P, 0000.0000,004065,200,Absent radii and thrombocytopenia,2000
Phl-Pioglitazone,P, 0000.0000,004917,200,Charcot-Marie-Tooth disease with ptosis and parkinsonism,2000
Mylan-Quetiapine,P, 0000.0000,013930,200,Idiopathic basal ganglia calcification 1,2000
Pms-Pantoprazole,P, 0000.0000,003550,200,Greig cephalopolysyndactyly syndrome,2000
Phl-Rivastigmine,P, 0000.0000,004917,200,Prodromal Symptoms,2000
Dom-Enalapril,P, 0000.0000,004065,200,Metabolic Syndrome,2000
Power Clear,O, 0000.0000,008907,200,Lubs X-linked mental retardation syndrome,2000
Ratio-Pantoprazole,P, 0000.0000,010402,200,Cardiomyopathy  Dilated  1C,2000
Apo-Granisetron,P, 0000.0000,003636,200,Pseudoarthrogryposis,2000
Cefazolin For Injection Usp,P, 0000.0000,012027,200,Romano-Ward Syndrome,2000
Dom-Pramipexole,P, 0000.0000,004065,200,MICROPHTHALMIA  ISOLATED 6,2000
Pramipexole,P, 0000.0000,015130,200,Foreign Bodies,2000
Niaspan Fct,P, 0000.0000,015043,200,Deafness  Autosomal Dominant 13,2000
Dom-Leflunomide,P, 0000.0000,004065,200,Naegeli syndrome,2000
Dom-Cilazapril,P, 0000.0000,004065,200,MENTAL HEALTH WELLNESS 2,2000
Mylan-Escitalopram,P, 0000.0000,013930,200,Digestive System Abnormalities,2000
Pms-Clobetasol,P, 0000.0000,003550,200,Pseudoarthrogryposis,2000
Pms-Losartan,P, 0000.0000,003550,200,Chromosome 1q  duplication 1q12 q21,2000
Pantoprazole,P, 0000.0000,014308,200,Cerebral Small Vessel Diseases,2000
Pro-Ramipril - 1.25,P, 0000.0000,004901,200,Pancreatoblastoma,2000
Nu-Olanzapine,P, 0000.0000,004828,200,Lubs X-linked mental retardation syndrome,2000
Pms-Omeprazole Dr,P, 0000.0000,003550,200,Lubs X-linked mental retardation syndrome,2000
Mylan-Venlafaxine Xr,P, 0000.0000,013930,200,Mastoiditis,2000
Sandoz Venlafaxine Xr,P, 0000.0000,012027,200,Foreign Bodies,2000
Sandoz Olanzapine,P, 0000.0000,012027,200,Griscelli syndrome type 3,2000
Novo-Benzydamine,P, 0000.0000,004773,200,Noonan syndrome 3,2000
Pro-Gabapentin,P, 0000.0000,004901,200,Aplasia cutis congenita of limbs recessive,2000
Ran-Ramipril,P, 0000.0000,011271,200,High serum cholesterol  familial,2000
Pro-Fluconazole,O, 0000.0000,004901,200,Cataract  Congenital  Cerulean Type  3,2000
Pms-Rabeprazole Ec,P, 0000.0000,003550,200,Coronary Artery Disease  Autosomal Dominant  1,2000
Extra Strength Ibuprofen Liquid Filled Capsules,O, 0000.0000,003636,200,DEAFNESS  AUTOSOMAL RECESSIVE 84A,2000
Teva-Atorvastatin,P, 0000.0000,014318,200,Charcot-Marie-Tooth disease  Type 2E,2000
Pro-Hydroxyquine - 200,P, 0000.0000,004901,200,Hyaluronidase Deficiency,2000
Ratio-Ramipril,P, 0000.0000,010402,200,DEAFNESS  AUTOSOMAL RECESSIVE 61,2000
Ratio-Rivastigmine,P, 0000.0000,014318,200,GLAUCOMA 3  PRIMARY CONGENITAL  E,2000
Pro-Levetiracetam - 750,P, 0000.0000,004901,200,Gastric Dilatation,2000
Pro-Diclo Rapide - 50,P, 0000.0000,004901,200,Chromosome 1  monosomy 1q4,2000
Atacand,P, 0000.3078,009307,200,LEBER CONGENITAL AMAUROSIS 7,2000
Canesten External Cream,O, 0000.0000,010774,200,Mastocytosis  cutaneous  with short stature  conductive hearing loss and microtia,2000
Ciprofloxacin Omega,P, 0000.0000,004852,200,Potter Type III Polycystic Kidney Disease,2000
Novo-Oxcarbazepine,P, 0000.0000,004773,200,Hemolytic Anemia with Thermal Sensitivity of Red Cells,2000
Epirubicin Hydrochloride Injection,P, 0000.0000,016555,200,Autolysis,2000
Teva-Raloxifene,P, 0000.0000,014318,200,Kleefstra Syndrome,2000
Pradaxa,P, 0000.0000,003617,200,Krabbe Disease  Atypical  due to Saposin A Deficiency,2000
Pro-Lovastatin,P, 0000.0000,004901,200,Hyperinsulinemic hypoglycemia  familial  3,2000
Pro-Risperidone,P, 0000.0000,004901,200,Nocardia Infections,2000
Hydra Bain/Bath,O, 0000.0000,013375,200,Absent radii and thrombocytopenia,2000
Pms-Valsartan,P, 0000.0000,003550,200,Macrophage Activation Syndrome,2000
Pro-Zopiclone,P, 0000.0000,004901,200,Hyaluronidase Deficiency,2000
Zicam Multi-Symptom Cold + Flu Nighttime,O, 0000.0000,013304,200,Anophthalmia plus syndrome,2000
Sandoz Losartan,P, 0000.0000,012027,200,Acanthamoeba Keratitis,2000
Sandoz Losartan Hct Ds,P, 0000.0000,012027,200,Meacham Winn Culler syndrome,2000
Jamp-Citalopram,P, 0000.0000,004415,200,Hashimoto-Pritzker syndrome,2000
Pms-Bupropion Sr,P, 0000.0000,003550,200,Kallikrein hypertension,2000
Pms-Atorvastatin,P, 0000.0000,003550,200,AXENFELD-RIEGER SYNDROME  TYPE 3,2000
Act Escitalopram,P, 0000.0000,015772,200,Panniculitis,2000
Pro-Topiramate,P, 0000.0000,004901,200,Niemann-Pick Disease  Type B,2000
Ran-Atorvastatin,P, 0000.0000,011271,200,Pectus Excavatum  Macrocephaly  Short Stature  Dysplastic Nails,2000
Novo-Cilazapril/Hctz,P, 0000.0000,014318,200,Cardiac Lipidosis  Familial,2000
Adalat Xl Plus,P, 0000.0000,010774,200,Beta-Ureidopropionase Deficiency,2000
Apo-Quetiapine,P, 0000.0000,003636,200,Corneal Endothelial Cell Loss,2000
Teva-Zolmitriptan,P, 0000.0000,014318,200,Microphthalmia associated with colobomatous cyst,2000
Sandoz Quetiapine,P, 0000.0000,012027,200,Methylenetetrahydrofolate reductase deficiency,2000
Ran-Ropinirole,P, 0000.0000,011271,200,Marfanoid Habitus with Microcephaly and Glomerulonephritis,2000
Sandoz Rabeprazole,P, 0000.0000,012027,200,Capgras Syndrome,2000
Teva-Naratriptan,P, 0000.0000,014318,200,Hyperexplexia hereditary,2000
Teva-Atomoxetine,P, 0000.0000,014318,200,Digestive System Abnormalities,2000
Pro-Metformin,P, 0000.0000,004901,200,Acrofacial dysostosis  Nager type,2000
Fosavance,P, 0002.1724,012250,200,MENTAL HEALTH WELLNESS 2,2000
Metoprolol-L,P, 0000.0000,014373,200,Orofaciodigital syndrome type1,2000
Novo-Azithromycin Pediatric,P, 0000.0000,014318,200,Cataract  Congenital  Cerulean Type  3,2000
Purifying Cleanser,O, 0000.0000,011902,200,Lymphoid System Deterioration  Progressive,2000
Riva-Metoprolol L,P, 0000.0000,005034,200,Chondroblastoma,2000
Dm Cough And Cold Liquid Cherry Flavour,O, 0000.0000,004933,200,Contrecoup Injury,2000
Mint-Topiramate,P, 0000.0000,013221,200,Hyperkeratosis  Epidermolytic,2000
Hand Sanitizer Spray,O, 0000.0000,004052,200,Accutane embryopathy,2000
Extra Strength Allergy Relief,O, 0000.0000,003550,200,McKusick Kaufman syndrome,2000
Teva-Irbesartan,P, 0000.0000,014318,200,Immersion Foot,2000
Teva-Irbesartan/Hctz,P, 0000.0000,014318,200,Pulmonary Eosinophilia,2000
Act Quetiapine,P, 0000.0000,015772,200,Retinoschisis  Autosomal Dominant,2000
Sandoz Dorzolamide,P, 0000.0000,012027,200,Pallister Killian syndrome,2000
Ratio-Irbesartan,P, 0000.0000,014318,200,Encephalitis  Tick-Borne,2000
Riva-Valacyclovir,P, 0000.0000,005034,200,Hemangioendothelioma  Epithelioid,2000
Riva-Pantoprazole,P, 0000.0000,005034,200,Faciocardiomelic Dysplasia  Lethal,2000
Pro-Sotalol,P, 0000.0000,004901,200,Capgras Syndrome,2000
Riva-Quetiapine,P, 0000.0000,005034,200,Chondroblastoma,2000
Act Ropinirole,P, 0000.0000,015772,200,Holoprosencephaly 6,2000
Pat-Galantamine Er,P, 0000.0000,014589,200,Mandibulofacial dysostosis  Treacher Collins type  autosomal recessive,2000
Pms-Irbesartan,P, 0000.0000,003550,200,PONTOCEREBELLAR HYPOPLASIA  TYPE 2D,2000
Apri 21,P, 0000.0000,014318,200,Hyperhidrosis,2000
Apri 28,P, 0000.0000,014318,200,Chromosome 1q  duplication 1q12 q21,2000
Ibuprofen Caplets,O, 0000.0000,004933,200,Cataract  Congenital  Cerulean Type  3,2000
Mint-Lisinopril,P, 0000.0000,013221,200,Mastoiditis,2000
Mint-Ciprofloxacin,P, 0000.0000,013221,200,Griscelli syndrome type 3,2000
Mint-Pravastatin,P, 0000.0000,013221,200,Pectus Excavatum  Macrocephaly  Short Stature  Dysplastic Nails,2000
Sildenafil,P, 0000.0000,003550,200,Noonan syndrome 3,2000
Lax-A-Day,O, 0000.0000,011656,200,Hereditary vertical nystagmus,2000
Pert Plus Dry Scalp Care,O, 0000.0000,011919,200,Navajo neurohepatopathy,2000
Super Strength Motrin Ib Liquid Gels,O, 0000.0000,004569,200,Pallister Killian syndrome,2000
Quetiapine,P, 0000.0000,015130,200,Adrenoleukodystrophy,2000
Travatan Z,P, 0004.3485,007277,200,Moyamoya disease 3,2000
Apo-Atomoxetine,P, 0000.0000,003636,200,Neuropathy ataxia and retinitis pigmentosa,2000
Novo-Ursodiol,P, 0000.0000,004773,200,Major Affective Disorder 2,2000
Restoralax,O, 0000.0000,010774,200,Psoriasis,2000
Teva-Escitalopram,P, 0000.0000,014318,200,Idiopathic basal ganglia calcification 1,2000
Alcohol-Free Foaming Hand Sanitizer/Assainisseur Moussant Sans A,O, 0000.0000,003684,200,C1q DEFICIENCY,2000
Dandruff,O, 0000.0000,005602,200,Flatulence,2000
Olmetec,P, 0000.0000,012250,200,Pruritic urticarial papules plaques of pregnancy,2000
Sandoz Sildenafil,P, 0000.0000,012027,200,Chromosome 2  monosomy 2pter p24,2000
Polysporin Poly To Go,O, 0000.0000,004402,200,Purpura  Thrombocytopenic,2000
Dovobet Gel,P, 0000.0000,004489,200,Blue diaper syndrome,2000
Ran-Gabapentin,P, 0000.0000,011271,200,Alport syndrome  dominant type,2000
Benylin Tickly Throat Cough,O, 0000.0000,004569,200,Cystitis  Interstitial,2000
Sandoz Tamsulosin,P, 0000.0000,012027,200,Pleural Neoplasms,2000
Mylan-Leflunomide,P, 0000.0000,013930,200,Male Infertility with Large-Headed  Multiflagellar  Polyploid Spermatozoa,2000
Benzalkonium Chloride Antiseptic Towelette,O, 0000.0000,004907,200,Choroid plexus calcification with mental retardation,2000
Teva-Sildenafil R,P, 0000.0000,014318,200,Glut1 Deficiency Syndrome,2000
Olmetec Plus,P, 0000.5967,012250,200,Marfanoid Habitus with Microcephaly and Glomerulonephritis,2000
Rapid Action,O, 0000.0000,014318,200,Mental Retardation  X-Linked 3,2000
Auro-Terbinafine,P, 0000.0000,011979,200,Bronchial Diseases,2000
Teva-Dorzotimol,P, 0000.0000,014318,200,Miyoshi myopathy,2000
Sandoz Mycophenolate Mofetil,P, 0000.0000,012027,200,Nephroma  Mesoblastic,2000
Zym-Pioglitazone,P, 0000.0000,006860,200,MENTAL RETARDATION  AUTOSOMAL RECESSIVE 38,2000
Ratio-Memantine,P, 0000.0000,014318,200,Bladder Exstrophy and Epispadias Complex,2000
Strepsils Cool,O, 0000.0000,005010,200,Posterior column ataxia,2000
Mylan-Nifedipine Extended Release,P, 0000.0000,013930,200,Extravasation of Diagnostic and Therapeutic Materials,2000
Yaz,P, 0000.4567,010774,200,Deafness  Autosomal Recessive 68,2000
Auro-Gabapentin,P, 0000.0000,011979,200,Hypobetalipoproteinemias,2000
